ensembl_gene_id	external_gene_id	entrezgene	chromosome_name	start_position	end_position	strand
ENSG00000248667	CTD-2331D11.2	NA	5	84715846	84716269	-1
ENSG00000249023	CTD-2331D11.3	NA	5	84725520	84726002	1
ENSG00000249842	CTD-2331D11.4	NA	5	84742792	84743576	1
ENSG00000243859	RPL5P17	NA	5	84760252	84761128	1
ENSG00000215953	AC026700.1	NA	5	84823862	84823952	-1
ENSG00000251066	CTC-534B23.1	NA	5	84845227	84845770	1
ENSG00000265704	AC010595.1	NA	5	84930230	84930291	1
ENSG00000250874	CTC-480C2.1	NA	5	84959050	84960502	1
ENSG00000241965	RPS2P25	NA	5	85058377	85058956	1
ENSG00000249153	CTD-2036A18.2	NA	5	85144320	85145017	1
ENSG00000250359	PTP4A1P4	NA	5	85383344	85383665	1
ENSG00000205449	NBPF22P	285622	5	85578278	85592281	1
ENSG00000248195	CTC-261N6.3	NA	5	85630842	85631626	1
ENSG00000248363	CTC-261N6.1	NA	5	85649621	85664672	1
ENSG00000250124	CTC-261N6.2	NA	5	85676478	85677244	-1
ENSG00000251585	CTD-2299E8.1	NA	5	85698283	85698778	1
ENSG00000127184	COX7C	1350	5	85913721	85916779	1
ENSG00000199262	MIR3607	100500805	5	85916323	85916385	1
ENSG00000207013	RNU6-804P	NA	5	85958961	85959067	-1
ENSG00000250544	CTC-493L21.1	100505878	5	86042635	86045589	1
ENSG00000248701	CTC-493L21.2	NA	5	86093502	86096097	1
ENSG00000242477	CTD-2161E19.1	NA	5	86180048	86180698	-1
ENSG00000249061	RP11-72L22.1	NA	5	86263138	86433529	1
ENSG00000251951	RN7SKP34	NA	5	86398420	86398663	-1
ENSG00000265919	MIR4280	100422887	5	86410696	86410771	-1
ENSG00000233828	AC008394.1	NA	5	86512423	86534822	-1
ENSG00000145715	RASA1	5921	5	86563705	86687748	1
ENSG00000241243	RN7SL629P	NA	5	86590008	86590290	-1
ENSG00000207452	RNU6-606P	NA	5	86595504	86595614	-1
ENSG00000272367	CTC-428H11.2	NA	5	86672073	86672997	-1
ENSG00000134480	CCNH	902	5	86687311	86708836	-1
ENSG00000200462	RNU6-727P	NA	5	86716158	86716264	-1
ENSG00000249362	CTD-2316B1.1	NA	5	86957859	86974964	1
ENSG00000248708	CTD-2316B1.2	NA	5	87008952	87029086	-1
ENSG00000164180	TMEM161B	153396	5	87485450	87565293	-1
ENSG00000197071	AC010243.1	NA	5	87514708	87515080	1
ENSG00000247828	TMEM161B-AS1	100505894	5	87564712	87732502	1
ENSG00000207129	RNA5SP187	NA	5	87570075	87570193	-1
ENSG00000240083	RPS3AP22	NA	5	87677774	87678542	1
ENSG00000206958	SNORA70	NA	5	87678589	87678724	1
ENSG00000250306	CTC-498M16.3	NA	5	87678765	87679077	1
ENSG00000250156	CTC-498M16.2	102546226	5	87704799	87734907	-1
ENSG00000271904	CTC-498M16.4	NA	5	87729709	87794514	-1
ENSG00000245526	LINC00461	645323	5	87803363	87986858	-1
ENSG00000245526	LINC00461	407047	5	87803363	87986858	-1
ENSG00000250705	CTC-470C15.1	NA	5	87898598	87898935	1
ENSG00000245864	CTC-467M3.1	NA	5	87972036	88018648	1
ENSG00000250377	CTC-467M3.3	NA	5	87988462	87989789	-1
ENSG00000250555	CTC-467M3.2	NA	5	87988468	87988676	1
ENSG00000081189	MEF2C	4208	5	88013975	88199922	-1
ENSG00000248309	MEF2C-AS1	101929423	5	88179145	88762215	1
ENSG00000250831	CTD-2232E5.2	NA	5	88762354	88765856	-1
ENSG00000250437	RP11-116A1.1	NA	5	88877026	88973518	1
ENSG00000214942	AC113167.1	NA	5	89196481	89200725	1
ENSG00000249265	AC113167.2	NA	5	89240727	89243390	1
ENSG00000264342	MIR3660	100500825	5	89312438	89312537	-1
ENSG00000248555	RP11-61G23.1	101929495	5	89454156	89585888	-1
ENSG00000253321	RP11-61G23.2	NA	5	89648854	89652426	-1
ENSG00000260871	CTD-2373J6.1	NA	5	89684285	89685180	-1
ENSG00000153140	CETN3	1070	5	89688078	89705603	-1
ENSG00000255647	AC093510.1	NA	5	89705817	89706485	1
ENSG00000176055	MBLAC2	153364	5	89754020	89770585	-1
ENSG00000113356	POLR3G	10622	5	89767565	89810370	1
ENSG00000176018	LYSMD3	116068	5	89811428	89825401	-1
ENSG00000164199	GPR98	84059	5	89825161	90460038	1
ENSG00000249514	CTD-2266L18.1	NA	5	90326807	90327124	-1
ENSG00000212930	RP11-414H23.2	NA	5	90519236	90519784	1
ENSG00000251093	RP11-414H23.3	NA	5	90522292	90522888	-1
ENSG00000199643	RNU4-90P	NA	5	90566544	90566684	1
ENSG00000234292	RP11-213H15.1	729040	5	90575914	90576959	-1
ENSG00000248323	LUCAT1	100505994	5	90598846	90610219	-1
ENSG00000271762	RP11-213H15.4	NA	5	90608874	90610219	-1
ENSG00000240388	CTD-2061E19.1	NA	5	90650295	90650751	1
ENSG00000241059	CTD-2061E19.6	NA	5	90651197	90651843	1
ENSG00000113369	ARRDC3	57561	5	90664541	90679176	-1
ENSG00000251356	RAB5CP2	NA	5	90772199	90772835	1
ENSG00000248826	PCBP2P3	NA	5	91139504	91140346	-1
ENSG00000250049	RP11-348J24.2	NA	5	91378414	91815133	1
ENSG00000248864	RP11-348J24.1	NA	5	91625047	91628401	1
ENSG00000264489	AC120120.1	NA	5	91741653	91741744	-1
ENSG00000249776	RP11-133F8.2	NA	5	91745963	91996570	-1
ENSG00000249169	CTC-529L17.1	NA	5	91990555	92014848	1
ENSG00000249984	CTC-529L17.2	NA	5	92011663	92023961	-1
ENSG00000221810	AC026781.1	NA	5	92053139	92053220	-1
ENSG00000248588	CTC-458G6.4	NA	5	92161962	92179711	1
ENSG00000248950	LDHBP3	NA	5	92176514	92177335	-1
ENSG00000249958	CCT7P2	NA	5	92225094	92226547	-1
ENSG00000248528	CTC-458G6.2	NA	5	92242887	92275298	-1
ENSG00000251361	CTD-2091N23.1	NA	5	92355369	92404375	-1
ENSG00000213730	POLD2P1	NA	5	92603135	92604131	1
ENSG00000237187	NR2F1-AS1	441094	5	92745065	92921354	-1
ENSG00000175745	NR2F1	7025	5	92919043	92930321	1
ENSG00000113391	FAM172A	83989	5	92953775	93447404	-1
ENSG00000251725	MIR2277	100313887	5	92956402	92956494	-1
ENSG00000249353	NPM1P27	NA	5	93018544	93019373	-1
ENSG00000248483	POU5F2	134187	5	93070508	93077343	-1
ENSG00000272406	RP11-185E12.2	NA	5	93077346	93079206	1
ENSG00000251023	RP11-549J18.1	NA	5	93196375	93199531	-1
ENSG00000185261	KIAA0825	285600	5	93488671	93954309	-1
ENSG00000251544	MTND5P12	NA	5	93903166	93904614	1
ENSG00000254132	MTND6P3	NA	5	93904634	93905175	-1
ENSG00000251340	RP11-461G12.2	NA	5	93905245	93906381	1
ENSG00000211498	AC093311.1	NA	5	93914474	93914555	1
ENSG00000232578	CTC-303L1.1	NA	5	93928473	93930496	1
ENSG00000270133	CTC-303L1.2	NA	5	93947611	93953827	-1
ENSG00000133302	ANKRD32	84250	5	93954052	94075141	1
ENSG00000175471	MCTP1	79772	5	94039446	94620279	-1
ENSG00000249175	CTC-484P3.3	NA	5	94124494	94129304	1
ENSG00000243806	RPL7P18	NA	5	94161666	94162399	-1
ENSG00000249545	CTC-558O19.1	NA	5	94314855	94316597	1
ENSG00000153347	FAM81B	153643	5	94727048	94786158	1
ENSG00000225165	CTD-2538A21.1	NA	5	94775748	94776391	1
ENSG00000198677	TTC37	9652	5	94799599	94890711	-1
ENSG00000212259	RNU6-308P	NA	5	94857073	94857179	1
ENSG00000164291	ARSK	153642	5	94890778	94940768	1
ENSG00000178015	GPR150	285601	5	94955782	94957846	1
ENSG00000175449	RFESD	317671	5	94982458	95020477	1
ENSG00000145757	SPATA9	83890	5	94987885	95034415	-1
ENSG00000250240	CTD-2154I11.2	NA	5	95036953	95067999	-1
ENSG00000164292	RHOBTB3	22836	5	95049226	95160087	1
ENSG00000173221	GLRX	2745	5	95087023	95158709	-1
ENSG00000251348	HSPD1P11	NA	5	95104703	95106404	1
ENSG00000251000	AC008592.3	NA	5	95170128	95170750	-1
ENSG00000251409	AC008592.4	NA	5	95171647	95188425	-1
ENSG00000272021	AC008592.8	NA	5	95185013	95185559	1
ENSG00000236882	C5orf27	NA	5	95187936	95195837	1
ENSG00000250362	AC008592.5	NA	5	95197490	95210223	1
ENSG00000118985	ELL2	22936	5	95220802	95297775	-1
ENSG00000251314	CTD-2337A12.1	NA	5	95297705	95966789	1
ENSG00000250955	AC008592.7	NA	5	95300703	95322015	-1
ENSG00000213716	FABP5P5	NA	5	95308745	95309150	-1
ENSG00000250551	RP11-254I22.1	NA	5	95385819	95551223	1
ENSG00000207578	MIR583	693168	5	95414842	95414916	1
ENSG00000206997	RNU6-524P	NA	5	95545825	95545931	-1
ENSG00000249746	RP11-254I22.3	NA	5	95549050	95550779	-1
ENSG00000250158	RP11-254I22.2	NA	5	95583480	95614455	1
ENSG00000175426	PCSK1	5122	5	95726119	95769847	-1
ENSG00000153113	CAST	831	5	95860971	96115299	1
ENSG00000238518	AC020900.1	NA	5	95925896	95925980	-1
ENSG00000264129	AC020900.2	NA	5	96030235	96030335	1
ENSG00000249180	CTC-506B8.1	NA	5	96076783	96078402	-1
ENSG00000164307	ERAP1	51752	5	96096521	96143803	-1
ENSG00000248734	CTD-2260A17.1	NA	5	96120481	96121703	1
ENSG00000272109	CTD-2260A17.3	NA	5	96140056	96141808	1
ENSG00000247121	CTD-2260A17.2	NA	5	96149731	96271513	-1
ENSG00000164308	ERAP2	64167	5	96211643	96255420	1
ENSG00000113441	LNPEP	4012	5	96271098	96373219	1
ENSG00000227836	AC008850.3	NA	5	96278003	96278888	1
ENSG00000200884	Y_RNA	NA	5	96298360	96298461	-1
ENSG00000213702	AC008865.1	NA	5	96371586	96373214	1
ENSG00000213701	SETP22	NA	5	96392106	96393062	-1
ENSG00000251606	CTD-2215E18.1	NA	5	96424779	96519354	1
ENSG00000145721	LIX1	167410	5	96427574	96478576	-1
ENSG00000058729	RIOK2	55781	5	96496571	96518964	-1
ENSG00000206698	RNU1-73P	NA	5	96511654	96511817	-1
ENSG00000251513	RP11-155G15.2	NA	5	96519303	96772921	1
ENSG00000248758	CTD-2215E18.2	NA	5	96523794	96537584	-1
ENSG00000251054	CTD-2215E18.3	NA	5	96559075	96563661	-1
ENSG00000249761	CTD-2278B20.1	NA	5	96672562	96672744	-1
ENSG00000251389	YTHDF1P1	NA	5	96704480	96706125	1
ENSG00000249977	RP11-155G15.3	NA	5	96785062	96785445	-1
ENSG00000250331	RP11-1E3.1	102546227	5	96840400	97006750	1
ENSG00000248931	RP11-72K17.2	NA	5	97013251	97014385	-1
ENSG00000251193	RP11-72K17.1	NA	5	97073598	97074617	1
ENSG00000248202	RP11-455B3.1	NA	5	97217124	97258399	1
ENSG00000249101	AC008834.2	NA	5	97361669	97361843	1
ENSG00000248901	AC008834.1	NA	5	97421964	97496897	-1
ENSG00000249135	RP11-274E7.1	NA	5	97538763	97540897	1
ENSG00000238000	RP11-274E7.2	NA	5	97549106	97549825	1
ENSG00000176183	CH17-12M21.1	NA	5	97674448	97675536	1
ENSG00000250221	KRT8P32	NA	5	97727774	97729234	-1
ENSG00000250830	MRPS35P2	NA	5	97738246	97738436	-1
ENSG00000249990	RP11-474J18.2	NA	5	97745379	97745804	-1
ENSG00000249448	RP11-474J18.1	NA	5	97745939	97747496	-1
ENSG00000251102	CTBP2P4	NA	5	97912045	97912964	1
ENSG00000223053	AC022142.1	NA	5	97974801	97974935	-1
ENSG00000251553	CTC-463N11.1	NA	5	98015106	98017071	1
ENSG00000174136	RGMB	285704	5	98104354	98134347	1
ENSG00000246763	RGMB-AS1	503569	5	98105322	98109173	-1
ENSG00000250162	CSNK1A1P3	NA	5	98169086	98169415	1
ENSG00000153922	CHD1	1105	5	98190908	98262240	-1
ENSG00000222610	RNU6-402P	NA	5	98225435	98225537	1
ENSG00000248489	CTD-2007H13.3	NA	5	98264875	98330717	1
ENSG00000200351	Y_RNA	NA	5	98272342	98272451	-1
ENSG00000241597	CTD-2007H13.1	NA	5	98290098	98290676	1
ENSG00000249444	RP11-93O17.1	NA	5	98825263	98835071	1
ENSG00000206356	RP11-93O17.2	NA	5	98858015	98861166	-1
ENSG00000227762	GUSBP8	NA	5	98868332	98870315	1
ENSG00000249515	CTD-2151A2.1	NA	5	98885136	98913661	1
ENSG00000248236	CTD-2151A2.2	NA	5	98930033	98930444	-1
ENSG00000248928	CTD-2151A2.3	NA	5	98930584	98931001	1
ENSG00000250391	CTD-2160D9.1	NA	5	99283999	99285287	-1
ENSG00000249963	EEF1A1P20	NA	5	99332251	99333636	1
ENSG00000199378	Y_RNA	NA	5	99357508	99357610	1
ENSG00000270232	RP11-475J5.7	NA	5	99381632	99382078	-1
ENSG00000270230	RP11-475J5.11	NA	5	99382154	99382674	1
ENSG00000271687	MTND5P10	NA	5	99382681	99384489	-1
ENSG00000270906	RP11-475J5.6	NA	5	99384692	99386066	-1
ENSG00000270350	RP11-475J5.9	NA	5	99386063	99386354	-1
ENSG00000264839	AC113407.1	NA	5	99386069	99386142	1
ENSG00000271480	RP11-475J5.10	NA	5	99386423	99386767	-1
ENSG00000270388	RP11-475J5.8	NA	5	99386837	99387620	-1
ENSG00000270307	MTATP6P2	NA	5	99387624	99388301	-1
ENSG00000270225	RP11-475J5.4	NA	5	99388563	99389243	-1
ENSG00000271207	RP11-475J5.5	NA	5	99389390	99390749	-1
ENSG00000207077	RNU6-1119P	NA	5	99489376	99489483	1
ENSG00000249787	RP11-346J10.1	NA	5	99737145	99744603	1
ENSG00000247877	CTD-2001C12.1	NA	5	99785458	99870966	-1
ENSG00000174132	FAM174A	345757	5	99871009	99922445	1
ENSG00000250806	CTC-293G12.1	NA	5	99989816	99993674	-1
ENSG00000207269	RN7SKP62	NA	5	100068762	100069090	1
ENSG00000113532	ST8SIA4	7903	5	100142639	100238970	-1
ENSG00000221263	MIR548P	100302288	5	100152186	100152269	-1
ENSG00000264318	RN7SL802P	NA	5	100917534	100917830	1
ENSG00000251261	OR7H2P	NA	5	101152179	101152484	-1
ENSG00000249495	RP11-1152B5.1	NA	5	101312000	101312502	1
ENSG00000199786	RNA5SP188	NA	5	101466711	101466839	-1
ENSG00000248261	CTD-2333K2.1	NA	5	101479781	101482276	1
ENSG00000173930	SLCO4C1	353189	5	101569690	101632253	-1
ENSG00000268424	AC008948.1	NA	5	101569696	101571279	1
ENSG00000222987	RN7SKP68	NA	5	101638208	101638514	1
ENSG00000205359	SLCO6A1	133482	5	101707486	101834720	-1
ENSG00000249017	RP11-58B2.1	NA	5	101836245	101841374	1
ENSG00000250958	LINC00492	100861468	5	101917072	101953293	1
ENSG00000247402	CTD-2340E1.2	NA	5	101941339	101941901	1
ENSG00000250682	LINC00491	285708	5	101944860	102007263	-1
ENSG00000145730	PAM	5066	5	102089685	102366809	1
ENSG00000175749	EIF3KP1	NA	5	102368080	102368735	1
ENSG00000145723	GIN1	54826	5	102421704	102455855	-1
ENSG00000145725	PPIP5K2	23262	5	102455853	102548500	1
ENSG00000248203	CTC-503K11.2	NA	5	102581749	102589220	-1
ENSG00000181751	C5orf30	90355	5	102594403	102614361	1
ENSG00000250567	CTD-2154H6.1	NA	5	102744642	102748212	-1
ENSG00000226926	AC010423.1	NA	5	102766107	102862319	-1
ENSG00000248757	CTD-2193G5.1	102467212	5	102865377	102877686	-1
ENSG00000112874	NUDT12	83594	5	102884556	102898494	-1
ENSG00000251026	RP11-138J23.1	NA	5	103415612	103441104	1
ENSG00000201910	RNU1-140P	NA	5	103434575	103434739	1
ENSG00000239808	RN7SL255P	NA	5	103596234	103596527	-1
ENSG00000251574	RP11-6N13.1	NA	5	103718999	104728671	-1
ENSG00000253776	RP11-6N13.4	NA	5	104109342	104135473	1
ENSG00000252881	RNU6-334P	NA	5	104115989	104116090	-1
ENSG00000253584	CTD-2374C24.1	NA	5	104253193	104582065	-1
ENSG00000232159	RAB9BP1	9366	5	104435174	104435799	1
ENSG00000201790	RNA5SP189	NA	5	105258695	105258809	-1
ENSG00000251204	CTC-278L1.1	NA	5	105751277	105752942	-1
ENSG00000250145	CTD-2285G11.1	NA	5	105878767	105880031	-1
ENSG00000252337	SNORA31	NA	5	105882366	105882504	1
ENSG00000251027	CTC-254B4.1	102467213	5	106150898	106346715	-1
ENSG00000250273	PSMC1P5	NA	5	106530857	106531033	1
ENSG00000184349	EFNA5	1946	5	106712590	107006596	-1
ENSG00000249959	RP11-252I13.2	NA	5	107035536	107052542	-1
ENSG00000248827	RP11-252I13.1	NA	5	107060662	107062818	1
ENSG00000239708	RN7SL782P	NA	5	107070476	107070767	-1
ENSG00000251732	RN7SKP122	NA	5	107146330	107146625	1
ENSG00000145743	FBXL17	64839	5	107194736	107717799	-1
ENSG00000244245	RP11-120B7.1	NA	5	107929310	107929668	1
ENSG00000272523	LINC01023	100652853	5	108063526	108063961	-1
ENSG00000151422	FER	2241	5	108083523	108532542	1
ENSG00000249921	CTC-329H14.1	NA	5	108119799	108121253	1
ENSG00000250383	CTD-2197I11.1	NA	5	108153742	108166491	-1
ENSG00000207404	Y_RNA	NA	5	108227138	108227247	1
ENSG00000250441	RP11-47F1.1	NA	5	108230048	108230329	-1
ENSG00000206593	RNU6-47P	NA	5	108350535	108350641	-1
ENSG00000176857	GJA1P1	NA	5	108387013	108388158	-1
ENSG00000249476	CTD-2587M2.1	285638	5	108572821	108662070	-1
ENSG00000198961	PJA2	9867	5	108670410	108745695	-1
ENSG00000248867	CTD-2128F4.1	NA	5	108784050	108784764	-1
ENSG00000251367	RP11-231G15.2	NA	5	108803054	108803653	1
ENSG00000248876	RP11-231G15.3	NA	5	108806544	108807287	1
ENSG00000248440	RP11-231G15.1	NA	5	108833578	108834809	1
ENSG00000214794	KRT18P42	NA	5	108924039	108925293	1
ENSG00000266090	AC012603.1	NA	5	109021281	109021393	1
ENSG00000271849	CTC-332L22.1	NA	5	109023503	109024030	-1
ENSG00000112893	MAN2A1	4124	5	109025067	109205326	1
ENSG00000202512	RN7SKP230	NA	5	109035201	109035535	-1
ENSG00000249068	CTC-287O8.1	NA	5	109175829	109176393	-1
ENSG00000254106	AC011366.3	NA	5	109218883	109220452	1
ENSG00000253224	PGAM5P1	100289673	5	109220311	109221124	-1
ENSG00000186952	TMEM232	642987	5	109624934	110074657	-1
ENSG00000221436	MIR548F3	100302159	5	109849530	109849616	-1
ENSG00000207177	SNORA51	NA	5	110020495	110020628	-1
ENSG00000164209	SLC25A46	91137	5	110073837	110100857	1
ENSG00000270779	CTD-2026D23.1	NA	5	110243983	110244412	1
ENSG00000248966	CTD-2089O24.1	NA	5	110283728	110286479	-1
ENSG00000248428	CTC-551A13.1	NA	5	110306650	110344598	-1
ENSG00000251627	CTD-2089O24.2	NA	5	110319262	110320165	-1
ENSG00000145777	TSLP	85480	5	110405760	110413722	1
ENSG00000253613	CTC-551A13.2	NA	5	110412619	110427813	-1
ENSG00000134987	WDR36	134430	5	110427414	110466200	1
ENSG00000250728	AC010468.3	NA	5	110490942	110491850	-1
ENSG00000214784	AC010468.1	NA	5	110527924	110528740	-1
ENSG00000152495	CAMK4	814	5	110559351	110830584	1
ENSG00000249318	AC010468.2	NA	5	110601507	110605787	-1
ENSG00000248268	CTC-499J9.1	NA	5	110613215	110638265	-1
ENSG00000164211	STARD4	134429	5	110831731	110848288	-1
ENSG00000246859	STARD4-AS1	100505678	5	110847924	111075423	1
ENSG00000221310	AC008967.1	NA	5	110891593	110891678	1
ENSG00000249619	HMGN1P13	NA	5	110907799	110907936	-1
ENSG00000251099	CTD-2367A17.1	NA	5	110907933	110908095	1
ENSG00000134986	NREP	9315	5	110998318	111333161	-1
ENSG00000253057	RN7SKP57	NA	5	111055466	111055758	-1
ENSG00000249439	HMGN1P14	NA	5	111181747	111182263	-1
ENSG00000250095	NREP-AS1	100873948	5	111248205	111353006	1
ENSG00000129595	EPB41L4A	64097	5	111478138	111755013	-1
ENSG00000224032	EPB41L4A-AS1	114915	5	111496223	111499973	1
ENSG00000238363	SNORA13	654322	5	111497182	111497314	1
ENSG00000250882	CTC-459M5.1	NA	5	111509267	111511245	1
ENSG00000251187	CTC-459M5.2	NA	5	111527717	111545836	1
ENSG00000251076	RP11-526F3.1	101927023	5	111563980	111593006	1
ENSG00000248350	CTC-470E21.1	NA	5	111699153	111699363	-1
ENSG00000268358	EPB41L4A-AS2	NA	5	111755280	111756310	1
ENSG00000248430	HMGB3P16	NA	5	111788400	111788686	-1
ENSG00000251014	RP11-159K7.1	NA	5	111882670	111883202	1
ENSG00000250358	RP11-159K7.2	NA	5	111964133	111967797	1
ENSG00000134982	APC	324	5	112043195	112181936	1
ENSG00000250045	CBX3P3	NA	5	112113327	112113858	-1
ENSG00000212370	RNU6-482P	NA	5	112114060	112114166	1
ENSG00000258864	CTC-554D6.1	NA	5	112162910	112203279	1
ENSG00000272869	CTC-487M23.8	NA	5	112196885	112228776	1
ENSG00000153037	SRP19	6728	5	112196919	112205485	1
ENSG00000129625	REEP5	7905	5	112212084	112258236	-1
ENSG00000249947	XBP1P1	NA	5	112220791	112221442	1
ENSG00000212643	ZRSR1	6728	5	112227313	112228791	1
ENSG00000270067	CTC-487M23.5	NA	5	112229030	112229698	1
ENSG00000272389	CTC-487M23.7	NA	5	112233720	112234068	1
ENSG00000266499	AC008536.1	NA	5	112241335	112241434	-1
ENSG00000172795	DCP2	167227	5	112312399	112356667	1
ENSG00000171444	MCC	4163	5	112357796	112824527	-1
ENSG00000232633	CTD-2201G3.1	NA	5	112658725	112772871	1
ENSG00000212122	TSSK1B	83942	5	112768251	112770728	-1
ENSG00000251741	RNU4ATAC13P	NA	5	112829532	112829657	1
ENSG00000047188	YTHDC2	64848	5	112849380	112930982	1
ENSG00000251628	RP11-371M22.1	101927041	5	113391703	113392871	1
ENSG00000222706	RN7SKP89	NA	5	113589210	113589451	1
ENSG00000080709	KCNN2	3781	5	113696642	113832337	1
ENSG00000246316	RP11-492A10.1	NA	5	113824694	114004107	-1
ENSG00000251542	CTC-313D10.1	101927059	5	113911738	113915667	1
ENSG00000251132	RP11-438C19.2	NA	5	114366970	114367591	-1
ENSG00000250242	RP11-438C19.1	NA	5	114423589	114424172	-1
ENSG00000152503	TRIM36	55521	5	114460459	114516243	-1
ENSG00000250472	TRIM36-IT1	NA	5	114484461	114485341	-1
ENSG00000249791	CTC-428G20.2	NA	5	114524260	114524629	1
ENSG00000248175	CTC-428G20.3	NA	5	114539713	114541943	-1
ENSG00000164219	PGGT1B	5229	5	114546527	114598569	-1
ENSG00000271797	CTC-428G20.6	NA	5	114598202	114599145	1
ENSG00000243304	CTC-428G20.1	NA	5	114600366	114601161	-1
ENSG00000164221	CCDC112	153733	5	114602885	114632528	-1
ENSG00000250197	HMGN1P15	NA	5	114624733	114625027	-1
ENSG00000249026	CTNNAP1	NA	5	114725340	114728067	-1
ENSG00000248722	AK3P4	NA	5	114738077	114738659	1
ENSG00000249944	CTB-161J7.1	NA	5	114825331	114825628	1
ENSG00000249433	CTB-161J7.2	NA	5	114829254	114829518	1
ENSG00000250444	CCT5P1	NA	5	114847774	114849391	1
ENSG00000145780	FEM1C	56929	5	114856608	114880591	-1
ENSG00000243414	TICAM2	100302736	5	114914339	114961876	-1
ENSG00000243414	TICAM2	353376	5	114914339	114961876	-1
ENSG00000251201	TMED7-TICAM2	100302736	5	114914339	114961858	-1
ENSG00000251201	TMED7-TICAM2	353376	5	114914339	114961858	-1
ENSG00000249249	AC010226.4	101927100	5	114937754	114956356	1
ENSG00000134970	TMED7	100302736	5	114949205	114968689	-1
ENSG00000134970	TMED7	51014	5	114949205	114968689	-1
ENSG00000249021	CTC-505O3.3	NA	5	115027159	115027864	-1
ENSG00000248709	CTC-505O3.2	NA	5	115091341	115091983	1
ENSG00000251118	CTC-505O3.1	NA	5	115106283	115106686	1
ENSG00000222598	RNU2-49P	NA	5	115110016	115110199	-1
ENSG00000129596	CDO1	1036	5	115140430	115152651	-1
ENSG00000145782	ATG12	9140	5	115163893	115177555	-1
ENSG00000177879	AP3S1	1176	5	115177178	115249778	1
ENSG00000172901	AQPEP	206338	5	115298151	115363316	1
ENSG00000248295	CTC-555I19.1	NA	5	115310210	115311972	-1
ENSG00000268714	CTD-2287O16.3	NA	5	115358088	115394625	1
ENSG00000221778	AC034236.2	NA	5	115365715	115365808	1
ENSG00000220996	AC034236.1	NA	5	115378868	115378958	-1
ENSG00000268223	ARL14EPL	644100	5	115387163	115395815	1
ENSG00000185641	CTD-2287O16.1	NA	5	115387607	115387986	-1
ENSG00000272265	CTD-2287O16.4	NA	5	115413807	115414267	-1
ENSG00000271918	CTD-2287O16.5	NA	5	115419504	115421113	-1
ENSG00000145781	COMMD10	51397	5	115420688	115748459	1
ENSG00000212457	RNU6-644P	NA	5	115524152	115524249	-1
ENSG00000232916	HMGN2P27	NA	5	115553723	115553992	-1
ENSG00000250015	CTC-339F2.2	NA	5	115638051	115639831	-1
ENSG00000092421	SEMA6A	57556	5	115779312	115910630	-1
ENSG00000256121	AC010296.1	NA	5	115780104	115780830	-1
ENSG00000248445	CTB-118N6.3	101927233	5	115783243	115843972	1
ENSG00000239528	CTB-118N6.1	NA	5	115898258	115898626	1
ENSG00000249167	CTB-118N6.2	NA	5	115910178	115927094	1
ENSG00000197575	RPS17P2	NA	5	116051929	116052387	1
ENSG00000251311	RP11-249M12.2	102467223	5	116078687	116097905	-1
ENSG00000249150	CTC-472C24.1	NA	5	116156689	116165883	-1
ENSG00000250650	RP11-492L8.1	NA	5	116355244	116355375	-1
ENSG00000250949	RP11-492L8.2	NA	5	116366896	116374265	1
ENSG00000243758	RPL35AP15	NA	5	116636800	116637138	-1
ENSG00000248663	LINC00992	NA	5	116751205	116881993	1
ENSG00000251477	RP11-74D3.2	NA	5	117054935	117057792	-1
ENSG00000249582	RPL7L1P4	NA	5	117114521	117115227	-1
ENSG00000249797	CTD-3179P9.1	NA	5	117260703	117601730	1
ENSG00000250427	CTD-3179P9.2	100505811	5	117618270	117620477	1
ENSG00000250891	CTD-2281M20.1	101927280	5	117803851	117897812	-1
ENSG00000249551	RP11-2N5.2	NA	5	117911270	117917019	1
ENSG00000249128	RP11-2N5.1	102467225	5	117931883	117963787	1
ENSG00000238904	RNU7-34P	NA	5	118093906	118093969	1
ENSG00000249426	CTC-448D22.1	NA	5	118096169	118121154	-1
ENSG00000169570	DTWD2	285605	5	118173017	118324240	-1
ENSG00000197744	PTMAP2	NA	5	118309491	118309817	1
ENSG00000249494	CTB-161M19.4	NA	5	118342042	118406585	-1
ENSG00000223179	RNU6-373P	NA	5	118343266	118343363	1
ENSG00000250678	CTB-161M19.1	NA	5	118345755	118346237	1
ENSG00000250928	CTB-161M19.2	NA	5	118347166	118347751	1
ENSG00000172869	DMXL1	1657	5	118373467	118584833	1
ENSG00000239011	snoU13	NA	5	118404992	118405095	-1
ENSG00000248885	RP11-950K24.2	NA	5	118462477	118464139	-1
ENSG00000248979	LAMTOR3P2	NA	5	118468346	118468577	-1
ENSG00000206786	RNU6-701P	NA	5	118474554	118474660	1
ENSG00000264536	MIR5706	100847085	5	118490332	118490411	1
ENSG00000266587	AC027320.1	NA	5	118593035	118593132	-1
ENSG00000145779	TNFAIP8	25816	5	118604387	118735383	1
ENSG00000243333	RN7SL174P	NA	5	118642039	118642326	-1
ENSG00000202092	RNA5SP190	NA	5	118781411	118781528	1
ENSG00000133835	HSD17B4	3295	5	118788138	118972894	1
ENSG00000239084	snoU13	NA	5	118804654	118804750	-1
ENSG00000213663	CTD-2158P22.1	NA	5	118882826	118883301	-1
ENSG00000249919	FABP5P6	NA	5	118890945	118891353	-1
